user_id,notification time,clicked
355,3:43:11,true
356,5:58:01,true
357,3:14:59,false
358,4:20:28,false
359,4:35:56,false
360,4:40:23,false
361,5:03:16,true
362,3:53:31,false
363,3:12:00,false
364,5:27:24,false
365,3:48:26,false
366,5:53:44,false
367,3:39:41,false
368,5:12:54,true
369,3:03:20,false
370,5:32:24,false
371,3:15:42,true
372,3:29:39,false
373,4:27:06,false
374,3:05:17,false
375,4:24:13,true
376,4:28:09,false
377,4:19:59,false
378,5:12:56,false
379,4:58:47,true
380,4:03:12,true
381,4:58:11,true
382,5:21:11,false
383,5:07:48,false
384,3:26:21,false
385,5:32:19,true
386,3:26:35,true
387,3:02:04,false
388,5:47:41,true
389,4:40:46,true
390,5:07:15,false
391,4:44:04,true
392,4:29:29,true
393,3:12:15,true
394,5:45:59,true
395,4:00:27,false
396,5:41:32,false
397,3:00:10,false
398,4:57:09,true
399,5:30:37,false
400,3:47:16,false
401,5:05:47,false
402,5:20:00,true
403,4:41:28,true
404,3:41:18,true
405,3:07:45,true
406,4:53:17,true
407,4:07:48,false
408,4:03:32,false
409,5:30:29,false
410,4:37:40,true
411,3:12:19,true
412,3:54:47,true
413,3:17:15,false
414,4:51:15,true
415,4:27:34,true
416,5:01:01,false
417,5:06:10,false
418,4:55:33,false
419,5:14:24,false
420,4:55:15,false
421,3:57:09,true
422,5:57:29,true
423,5:45:29,true
424,3:28:22,false
425,5:14:50,false
426,4:48:41,true
427,4:19:27,true
428,5:57:27,false
429,3:24:51,false
430,4:43:22,true
431,4:13:56,true
432,5:05:29,false
433,4:37:12,false
434,5:52:54,true
435,4:34:52,true
436,4:19:29,false
437,4:50:06,true
438,2:59:52,true
439,5:20:46,false
440,4:15:03,false
441,4:12:01,false
442,5:35:19,false
443,3:03:39,false
444,4:54:26,true
445,5:30:59,true
446,4:59:04,false
447,5:24:45,true
448,4:19:02,true
449,5:00:59,false
450,4:28:59,false
451,4:08:28,false
452,4:47:33,false
453,3:19:59,false
454,3:46:21,false
455,5:00:52,true
456,4:39:45,true
457,3:33:27,false
458,4:53:30,true
459,4:36:21,false
460,4:02:50,true
461,3:15:15,false
462,5:21:10,true
463,4:47:31,false
464,3:34:44,true
465,4:48:42,false
466,3:36:18,true
467,3:50:07,true
468,3:00:27,true
469,4:38:22,true
470,4:53:33,false
471,4:29:23,false
472,3:49:37,false
473,5:08:57,true
474,5:46:25,false
475,3:16:52,false
476,3:40:26,true
477,5:47:17,true
478,5:31:30,false
479,4:58:38,false
480,5:23:14,true
481,5:06:32,true
482,5:18:29,true
483,4:17:09,false
484,4:32:17,true
485,3:19:25,false
486,3:27:44,false
487,3:12:38,true
488,4:51:28,true
489,5:42:37,true
490,4:39:19,true
491,4:34:08,false
492,4:32:45,false
493,5:35:09,true
494,3:09:37,true
495,5:36:03,true
496,4:28:42,false
497,4:46:47,false
498,3:15:26,false
499,4:40:05,true
500,4:40:20,false
501,5:19:02,false
502,4:35:23,false
503,4:56:57,true
504,5:19:16,false
505,5:59:36,true
506,4:17:36,true
507,4:50:41,true
508,3:27:20,false
509,4:25:02,true
510,5:56:03,true
511,5:17:57,true
512,3:07:41,true
513,4:19:21,false
514,4:29:27,true
515,4:53:01,false
516,5:20:48,true
517,4:53:24,true
518,5:30:46,false
519,3:42:53,false
520,5:29:07,true
521,3:44:36,true
522,5:03:55,true
523,3:51:40,true
524,4:38:33,true
525,4:33:19,false
526,3:59:09,true
527,4:16:04,false
528,4:37:41,false
529,4:34:50,true
530,4:05:19,false
531,3:37:54,true
532,4:18:06,false
533,5:09:04,true
534,3:09:47,true
535,4:21:16,true
536,5:59:31,false
537,4:12:44,false
538,5:45:29,false
539,3:05:15,false
540,4:14:38,true
541,3:53:43,true
542,5:23:12,true
543,4:03:04,true
544,3:18:06,true
545,3:30:48,true
546,3:07:18,false
547,5:48:39,false
548,4:53:25,false
549,4:36:35,true
550,5:39:00,true
551,4:58:31,false
552,3:57:43,false
553,4:37:33,true
554,3:23:23,false
555,4:41:09,false
556,3:07:45,false
557,3:22:31,false
558,3:16:25,false
559,5:47:49,true
560,4:00:36,false
561,4:06:51,true
562,3:23:35,false
563,4:19:23,true
564,3:19:44,true
565,4:47:27,true
566,3:14:37,true
567,3:14:34,false
568,4:25:56,true
569,4:35:39,false
570,4:25:54,false
571,3:19:38,true
572,4:42:51,true
573,4:31:17,true
574,5:39:05,true
575,2:59:26,false
576,3:05:36,false
577,4:15:17,false
578,3:31:07,true
579,3:50:01,false
580,3:22:11,true
581,4:33:57,false
582,4:28:21,true
583,5:12:55,false
584,3:07:09,true
585,5:46:13,false
586,3:06:33,true
587,5:06:59,false
588,3:11:03,false
589,3:11:55,false
590,3:10:33,false
591,3:44:51,false
592,5:12:42,false
593,3:53:27,true
594,3:31:38,true
595,5:10:19,false
596,4:04:00,true
597,3:46:02,false
598,3:03:26,false
599,3:27:16,false
600,3:41:51,false
601,4:51:34,false
602,4:30:55,false
603,5:23:45,true
604,4:51:25,true
605,3:32:12,true
606,4:52:30,false
607,4:50:36,true
608,5:59:53,false
609,4:22:29,false
610,5:03:52,true
611,4:52:28,true
612,3:53:54,false
613,4:04:03,false
614,3:53:17,true
615,5:18:45,false
616,3:42:10,false
617,4:07:01,false
618,3:20:28,true
619,5:25:26,false
620,3:50:08,false
621,4:23:50,true
622,3:19:12,false
623,4:45:40,true
624,5:41:02,true
625,4:36:10,false
626,5:51:17,false
627,4:02:25,true
628,3:46:33,true
629,4:09:26,false
630,3:55:48,false
631,5:55:50,true
632,3:07:29,false
633,4:59:03,true
634,4:56:07,true
635,4:27:52,false
636,5:30:25,false
637,4:23:30,true
638,5:13:02,false
639,4:27:40,false
640,4:13:25,true
641,5:06:32,true
642,5:49:15,false
643,3:39:21,true
644,3:21:55,true
645,3:06:01,true
646,4:47:50,false
647,3:55:56,true
648,4:37:27,true
649,3:27:06,true
650,5:48:37,false
651,3:10:13,false
652,4:58:19,false
653,3:42:21,false
654,4:03:03,true
655,5:02:37,true
656,3:21:56,false
657,5:11:17,true
658,5:48:32,false
659,3:29:57,true
660,3:51:14,false
661,3:34:31,false
662,4:43:37,true
663,3:45:00,false
664,3:18:11,false
665,3:38:26,true
666,4:16:36,true
667,4:13:54,false
668,5:29:56,false
669,5:16:16,true
670,4:58:45,false
671,5:06:21,false
672,4:43:45,false
673,5:04:51,false
674,4:42:22,true
675,4:08:12,false
676,4:40:39,false
677,5:43:12,true
678,3:30:36,false
679,3:42:45,true
680,4:40:11,true
681,3:47:19,true
682,3:12:40,false
683,4:58:37,true
684,4:30:48,false
685,5:48:23,false
686,3:05:24,false
687,5:37:03,true
688,4:59:57,false
689,4:07:12,false
690,5:31:39,false
691,4:29:28,true
692,5:39:18,false
693,5:20:32,true
694,3:37:09,false
695,3:10:19,false
696,3:13:09,true
697,5:58:51,false
698,4:08:16,false
699,4:23:56,false
700,4:40:36,true
701,4:22:32,false
702,4:59:26,false
703,4:06:07,false
704,5:08:15,true
705,4:09:22,false
706,5:51:17,false
707,4:47:38,false
708,3:15:18,true
709,3:01:57,false
710,3:42:52,false
711,5:18:31,false
712,3:32:37,false
713,4:31:10,true
714,3:59:16,false
715,4:52:09,true
716,5:48:13,true
717,4:17:51,true
718,5:45:06,false
719,3:51:38,false
720,3:42:21,true
721,3:36:32,true
722,3:24:29,true
723,3:09:40,false
724,5:09:44,true
725,4:39:49,false
726,5:25:38,true
727,3:18:15,false
728,3:34:40,true
729,3:17:12,true
730,3:19:41,false
731,2:59:17,true
732,4:51:48,false
733,3:53:13,true
734,3:06:14,false
735,5:22:19,true
736,5:42:47,true
737,4:15:54,false
738,5:57:14,true
739,4:53:45,false
740,3:30:22,false
741,3:15:19,false
742,5:53:09,true
743,5:37:36,false
744,4:16:23,false
745,4:21:46,true
746,4:54:31,true
747,5:27:56,true
748,4:31:40,true
749,4:59:17,true
750,4:50:39,false
751,4:30:38,false
752,3:38:38,true
753,5:39:15,true
754,5:48:18,true
755,4:51:47,false
756,5:59:19,true
757,5:13:10,true
758,3:05:28,true
759,3:00:11,false
760,4:27:58,true
761,4:57:23,true
762,5:26:19,false
763,5:43:08,false
764,3:18:24,false
765,4:35:50,false
766,4:38:27,true
767,5:34:23,true
768,3:45:32,false
769,5:55:04,true
770,4:59:54,false
771,4:37:18,false
772,3:27:58,false
773,3:05:13,false
774,3:59:42,true
775,4:21:17,true
776,4:44:49,true
777,5:59:14,false
778,4:55:48,false
779,3:00:03,false
780,3:16:25,false
781,5:40:09,false
782,3:36:14,true
783,4:40:12,true
784,5:18:30,true
785,5:00:33,false
786,3:30:49,false
787,3:09:25,true
788,5:14:41,true
789,3:07:35,false
790,5:48:23,false
791,3:25:19,true
792,4:04:17,false
793,4:44:18,true
794,4:22:06,true
795,4:47:18,true
796,3:59:17,true
797,5:29:13,true
798,5:28:00,true
799,3:57:59,false
800,4:04:57,false
801,5:47:56,false
802,4:51:19,true
803,3:19:48,false
804,3:55:53,false
805,3:34:55,true
806,3:39:29,false
807,4:47:05,true
808,3:55:52,true
809,3:22:53,true
810,3:33:52,false
811,3:30:31,false
812,4:40:31,false
813,4:12:45,false
814,3:38:34,false
815,5:18:12,false
816,4:08:09,false
817,5:23:48,false
818,3:03:53,false
819,5:13:28,false
820,5:37:26,false
821,4:33:19,false
822,4:17:17,false
823,4:39:21,false
824,4:27:56,false
825,3:30:39,false
826,3:48:41,false
827,3:39:40,true
828,5:40:09,true
829,3:51:10,false
830,3:40:28,true
831,3:49:50,false
832,3:39:22,false
833,4:06:54,false
834,3:41:42,false
835,4:46:37,false
836,5:29:15,true
837,3:04:09,true
838,5:13:36,true
839,3:34:59,true
840,3:54:10,true
841,3:06:08,true
842,5:47:11,false
843,4:04:15,false
844,3:50:13,false
845,3:22:21,true
846,5:37:08,false
847,5:25:09,false
848,4:57:05,false
849,5:53:27,true
850,4:38:10,true
851,4:26:26,true
852,4:05:12,false
853,3:28:11,false
854,4:32:15,true
855,3:59:55,false
856,3:27:45,false
857,3:31:39,false
858,4:28:48,false
859,4:25:52,true
860,4:58:42,false
861,5:17:34,true
862,4:33:31,false
863,3:49:13,false
864,5:08:47,false
865,3:31:56,false
866,5:16:24,true
867,5:46:34,true
868,5:28:44,true
869,3:09:32,true
870,3:07:06,false
871,3:15:21,false
872,3:48:00,true
873,4:35:39,false
874,3:05:13,true
875,3:02:55,false
876,4:20:52,false
877,4:24:59,false
878,5:59:46,false
879,5:23:30,false
880,4:32:02,true
881,5:13:08,false
882,5:07:17,true
883,5:45:10,true
884,4:52:21,false
885,5:13:57,true
886,3:46:43,false
887,4:38:47,true
888,3:36:01,false
889,3:36:17,true
890,3:25:07,true
891,4:18:52,false
892,3:07:33,false
893,4:16:07,true
894,3:00:57,false
895,4:49:44,false
896,5:40:36,true
897,5:29:51,true
898,3:05:58,false
899,5:45:13,false
900,4:56:17,true
901,4:52:18,true
902,3:46:25,true
903,5:13:52,false
904,3:53:20,true
905,4:08:59,true
906,4:42:47,false
907,3:46:04,false
908,5:03:58,false
909,4:48:31,true
910,3:25:21,false
911,3:53:25,false
912,3:05:40,true
913,5:48:55,true
914,3:34:39,false
915,5:34:28,false
916,4:50:05,false
917,5:11:20,true
918,3:23:42,true
919,4:53:34,false
920,5:41:36,false
921,4:19:32,false
922,5:21:54,true
923,4:57:15,true
924,5:53:05,true
925,4:48:26,true
926,4:55:55,false
927,5:10:36,false
928,5:26:28,true
929,2:59:54,true
930,4:25:03,true
931,5:07:11,true
932,4:30:36,true
933,4:31:52,false
934,4:07:05,true
935,5:48:32,true
936,4:50:44,false
937,3:18:49,false
938,4:23:40,true
939,5:48:25,true
940,4:16:24,true
941,5:53:33,false
942,5:40:56,true
943,5:05:54,true
944,4:06:35,false
945,5:48:18,true
946,3:42:29,true
947,5:23:30,false
948,4:19:02,false
949,3:25:42,true
950,4:56:25,false
951,3:56:30,false
952,5:16:17,true
953,4:18:55,true
954,3:16:01,true
955,5:35:10,false
956,3:38:36,false
957,3:35:40,false
958,4:23:23,false
959,3:48:17,true
960,4:19:31,true
961,4:23:53,true
962,3:45:21,false
963,5:27:59,false
964,3:52:54,true
965,3:46:34,false
966,5:20:10,false
967,4:58:27,false
968,4:32:28,true
969,4:42:05,true
970,3:18:56,false
971,3:08:53,false
972,5:07:36,false
973,3:59:04,true
974,3:52:39,false
975,5:37:19,true
976,4:58:51,true
977,5:38:51,true
978,4:30:11,false
979,5:30:00,true
980,3:55:16,false
981,4:17:36,true
982,4:55:01,false
983,5:06:53,true
984,4:56:52,true
985,5:39:56,true
986,3:40:54,false
987,5:46:05,true
988,3:51:55,true
989,4:31:39,false
990,4:43:57,true
991,3:22:28,true
992,5:22:23,false
993,3:20:08,false
994,3:07:59,true
995,3:48:38,true
996,3:04:11,true
997,5:37:06,true
998,4:40:26,false
999,3:58:50,false
1000,5:17:26,true
